area_type,availability,location,total_sqft,bath,balcony,rooms,price
Super built-up  Area,1.0,Harlur,1756.0,3.0,2.0,3,134.0
Super built-up  Area,1.0,Harlur,1197.0,2.0,1.0,2,78.0
Super built-up  Area,1.0,Harlur,1290.0,2.0,1.0,2,89.9
Super built-up  Area,0.0,Harlur,1386.0,2.0,2.0,2,85.0
Super built-up  Area,1.0,Harlur,1174.0,2.0,1.0,2,74.0
Super built-up  Area,1.0,Harlur,1755.0,3.0,2.0,3,115.0
Built-up  Area,1.0,Harlur,2569.0,4.0,1.0,4,175.0
Super built-up  Area,1.0,Harlur,1197.0,2.0,1.0,2,77.0
Super built-up  Area,1.0,Harlur,1752.12,3.0,2.0,3,125.0
Super built-up  Area,0.0,Harlur,2569.0,5.0,3.0,4,180.0
Built-up  Area,1.0,Harlur,1225.0,2.0,2.0,2,56.0
Super built-up  Area,1.0,Harlur,1197.0,2.0,1.0,2,76.0
Super built-up  Area,1.0,Harlur,1197.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Harlur,1755.0,3.0,2.0,3,117.0
Super built-up  Area,1.0,Harlur,1197.0,2.0,1.0,2,79.9
Super built-up  Area,1.0,Harlur,936.0,2.0,1.0,2,45.0
Super built-up  Area,1.0,Harlur,2990.0,4.0,1.0,4,225.0
Built-up  Area,1.0,Harlur,1370.0,2.0,2.0,2,88.0
Super built-up  Area,1.0,Harlur,1335.0,2.0,0.0,2,72.76
Super built-up  Area,1.0,Hebbal,1760.0,2.0,2.0,3,123.0
Super built-up  Area,0.0,Hebbal,5611.5,4.0,0.0,4,477.0
Super built-up  Area,1.0,Hebbal,1349.0,2.0,1.0,2,98.2
Super built-up  Area,1.0,Hebbal,2483.0,5.0,2.0,4,212.0
Super built-up  Area,0.0,Hebbal,1760.0,2.0,2.0,3,130.0
Super built-up  Area,0.0,Hebbal,1920.0,3.0,2.0,3,134.0
Super built-up  Area,1.0,Hebbal,1500.0,3.0,1.0,3,150.0
Super built-up  Area,0.0,Hebbal,1337.0,2.0,1.0,2,82.0
Super built-up  Area,1.0,Hebbal,1349.0,2.0,1.0,2,98.0
Super built-up  Area,0.0,Hebbal,2470.0,5.0,2.0,4,247.0
Super built-up  Area,0.0,Hebbal,1036.0,2.0,1.0,2,50.0
Super built-up  Area,0.0,Hebbal,1790.0,3.0,2.0,3,127.0
Carpet  Area,0.0,Hebbal,687.325,2.0,0.0,2,42.72
Super built-up  Area,0.0,Hebbal,1985.0,4.0,2.0,3,189.0
Super built-up  Area,1.0,Hebbal,2483.0,5.0,2.0,4,215.0
Super built-up  Area,1.0,Hebbal,1080.0,2.0,1.0,2,54.0
Super built-up  Area,0.0,Hebbal,812.0,2.0,2.0,2,55.0
Built-up  Area,1.0,Hebbal,1075.0,2.0,3.0,2,52.0
Super built-up  Area,0.0,Hebbal,3067.0,4.0,2.0,4,230.0
Super built-up  Area,1.0,Hebbal,1040.0,2.0,1.0,2,50.0
Super built-up  Area,0.0,Hebbal,2526.0,2.0,2.0,3,250.0
Super built-up  Area,0.0,Hebbal,3067.0,4.0,3.0,4,230.0
Carpet  Area,0.0,Hebbal,823.0,2.0,1.0,2,50.63
Super built-up  Area,1.0,Hebbal,1420.0,2.0,1.0,2,123.0
Super built-up  Area,0.0,Hebbal,3067.0,4.0,1.0,4,310.0
Super built-up  Area,1.0,Hebbal,1420.0,2.0,1.0,2,99.39
Super built-up  Area,0.0,Hebbal,4235.0,4.0,2.0,4,365.0
Super built-up  Area,0.0,Hebbal,1700.0,3.0,2.0,3,124.0
Super built-up  Area,0.0,Hebbal,3960.0,5.0,3.0,4,386.0
Super built-up  Area,0.0,Hebbal,1420.0,2.0,1.0,2,99.39
Super built-up  Area,0.0,Hebbal,1440.0,2.0,1.0,2,115.0
Super built-up  Area,1.0,Hebbal,1100.0,2.0,1.0,2,54.0
Super built-up  Area,1.0,Hebbal,2400.0,4.0,1.0,3,180.0
Built-up  Area,0.0,Hebbal,1420.0,2.0,2.0,2,107.0
Super built-up  Area,0.0,Hebbal,1320.0,2.0,1.0,2,92.0
Built-up  Area,1.0,Hebbal,919.0,2.0,1.0,2,49.0
Super built-up  Area,0.0,Hebbal,1645.0,3.0,2.0,3,135.0
Super built-up  Area,1.0,Hebbal,2080.0,3.0,3.0,3,175.0
Super built-up  Area,1.0,Hebbal,2483.0,5.0,2.0,4,230.0
Super built-up  Area,0.0,Hebbal,2600.0,3.0,2.0,3,195.0
Super built-up  Area,0.0,Hebbal,1645.0,3.0,2.0,3,117.0
Super built-up  Area,0.0,Hebbal,1251.0,2.0,1.0,2,88.73
Super built-up  Area,0.0,Hebbal,1645.0,3.0,2.0,3,121.0
Super built-up  Area,1.0,Hebbal,1760.0,3.0,2.0,3,123.0
Super built-up  Area,0.0,Hebbal,3960.0,5.0,3.0,4,386.0
Super built-up  Area,0.0,Hebbal,1645.0,3.0,2.0,3,120.0
Super built-up  Area,0.0,Hebbal,1255.0,2.0,1.0,3,90.0
Super built-up  Area,0.0,Hebbal,1645.0,3.0,2.0,3,117.0
Super built-up  Area,0.0,Hebbal,1636.0,3.0,1.0,3,119.0
Super built-up  Area,0.0,Hebbal,1255.0,2.0,1.0,3,95.0
Super built-up  Area,0.0,Hebbal,1255.0,2.0,1.0,3,95.0
Super built-up  Area,0.0,Hebbal,1088.0,2.0,2.0,2,61.45
Super built-up  Area,1.0,Hebbal,1349.0,2.0,1.0,2,97.8
Super built-up  Area,1.0,Hebbal,1344.0,2.0,1.0,2,108.0
Super built-up  Area,0.0,Hebbal,1138.0,2.0,1.0,2,110.0
Super built-up  Area,0.0,Hebbal,1088.0,2.0,2.0,2,62.0
Super built-up  Area,1.0,Hebbal,1987.0,4.0,2.0,3,165.0
Built-up  Area,1.0,Hebbal,1299.0,2.0,1.0,2,100.0
Super built-up  Area,1.0,Hebbal,1200.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,Hebbal,1390.0,2.0,2.0,2,95.0
Super built-up  Area,1.0,Hebbal,1333.0,2.0,1.0,2,100.0
Super built-up  Area,1.0,Hebbal,2650.0,4.0,3.0,3,199.0
Super built-up  Area,1.0,Hebbal,1800.0,3.0,2.0,3,140.0
Super built-up  Area,0.0,Hebbal,2470.0,4.0,2.0,4,203.0
Super built-up  Area,0.0,Hebbal,1255.0,2.0,1.0,3,95.0
Built-up  Area,1.0,Hebbal,1333.0,2.0,1.0,2,104.0
Super built-up  Area,0.0,Hebbal,2600.0,3.0,2.0,3,199.0
Super built-up  Area,1.0,Hebbal,1345.0,2.0,1.0,2,97.0
Super built-up  Area,0.0,Hebbal,985.0,2.0,2.0,2,62.0
Super built-up  Area,0.0,Hebbal,1320.0,2.0,1.0,2,91.0
Super built-up  Area,1.0,Hebbal,2388.0,3.0,1.0,3,195.0
Super built-up  Area,1.0,Hebbal,1040.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,Hebbal,1150.0,2.0,1.0,2,55.0
Built-up  Area,1.0,Hebbal,1075.0,2.0,0.0,2,52.0
Super built-up  Area,1.0,Hebbal,3895.0,3.0,2.0,3,390.0
Super built-up  Area,0.0,Hebbal,1645.0,3.0,2.0,3,113.0
Super built-up  Area,0.0,Hebbal,1162.0,2.0,1.0,2,69.0
Built-up  Area,1.0,Hebbal,1100.0,2.0,1.0,2,60.0
Super built-up  Area,0.0,Hebbal,4235.0,5.0,3.0,4,364.0
Super built-up  Area,1.0,Hebbal,1299.0,2.0,1.0,2,97.0
Super built-up  Area,0.0,Hebbal,2470.0,5.0,2.0,4,192.0
Super built-up  Area,0.0,Hebbal,1920.0,3.0,2.0,3,150.0
Super built-up  Area,1.0,Hebbal,2375.0,4.0,2.0,4,189.0
Super built-up  Area,0.0,Hebbal,1420.0,2.0,1.0,2,99.26
Super built-up  Area,0.0,Hebbal,1252.0,2.0,1.0,2,92.0
Super built-up  Area,0.0,Hebbal,1162.0,2.0,1.0,2,59.0
Super built-up  Area,1.0,Hebbal,1294.0,2.0,1.0,2,115.0
Built-up  Area,1.0,Hebbal,1150.0,2.0,1.0,2,57.0
Super built-up  Area,1.0,Hebbal,1740.0,2.0,1.0,3,137.0
Super built-up  Area,1.0,Hebbal,3895.0,3.0,1.0,3,390.0
Super built-up  Area,0.0,Hebbal,1662.0,3.0,2.0,3,155.0
Built-up  Area,1.0,Hebbal,2250.0,3.0,1.0,3,219.0
Super built-up  Area,1.0,Hebbal,1349.0,2.0,1.0,2,96.8
Super built-up  Area,1.0,Hebbal Kempapura,1700.0,3.0,2.0,3,155.0
Super built-up  Area,1.0,Hebbal Kempapura,1800.0,3.0,2.0,3,175.0
Super built-up  Area,1.0,Hebbal Kempapura,2900.0,4.0,1.0,3,300.0
Super built-up  Area,1.0,Hebbal Kempapura,3522.0,3.0,2.0,3,380.0
Plot  Area,1.0,Hebbal Kempapura,2280.0,5.0,1.0,5,200.0
Plot  Area,1.0,Hebbal Kempapura,1200.0,2.0,1.0,2,125.0
Super built-up  Area,1.0,Hebbal Kempapura,2900.0,4.0,1.0,3,240.0
Built-up  Area,1.0,Hebbal Kempapura,1300.0,2.0,2.0,2,102.0
Super built-up  Area,1.0,Hebbal Kempapura,1466.0,2.0,3.0,3,140.0
Built-up  Area,1.0,Hebbal Kempapura,1725.0,2.0,1.0,3,165.0
Plot  Area,1.0,Hebbal Kempapura,1200.0,3.0,1.0,3,125.0
Built-up  Area,1.0,Hebbal Kempapura,3408.0,3.0,3.0,3,260.0
Super built-up  Area,1.0,Hebbal Kempapura,1485.0,3.0,3.0,2,132.0
Super built-up  Area,1.0,Hebbal Kempapura,1400.0,2.0,2.0,2,108.0
Super built-up  Area,1.0,Hebbal Kempapura,1800.0,3.0,3.0,3,150.0
Plot  Area,1.0,Hebbal Kempapura,2400.0,5.0,2.0,5,200.0
Built-up  Area,1.0,Hebbal Kempapura,2800.0,5.0,1.0,5,220.0
Built-up  Area,1.0,Hebbal Kempapura,1785.0,3.0,0.0,3,165.0
Super built-up  Area,1.0,Hebbal Kempapura,3729.0,4.0,2.0,4,384.0
Super built-up  Area,1.0,Hebbal Kempapura,1600.0,3.0,3.0,3,170.0
Super built-up  Area,1.0,Hebbal Kempapura,1730.0,3.0,2.0,3,175.0
Super built-up  Area,1.0,Hegde Nagar,1569.0,3.0,1.0,3,101.0
Built-up  Area,1.0,Hegde Nagar,3000.0,7.0,2.0,6,210.0
Super built-up  Area,1.0,Hegde Nagar,2026.0,3.0,2.0,3,132.0
Super built-up  Area,1.0,Hegde Nagar,1801.0,3.0,2.0,3,115.0
Plot  Area,1.0,Hegde Nagar,1050.0,1.0,1.0,2,56.0
Super built-up  Area,1.0,Hegde Nagar,1341.0,2.0,1.0,2,97.0
Super built-up  Area,1.0,Hegde Nagar,2112.95,4.0,2.0,3,145.0
Plot  Area,1.0,Hegde Nagar,1200.0,4.0,1.0,4,83.0
Super built-up  Area,1.0,Hegde Nagar,1703.0,3.0,2.0,3,113.0
Super built-up  Area,1.0,Hegde Nagar,1570.0,3.0,1.0,3,105.0
Super built-up  Area,1.0,Hegde Nagar,1801.0,3.0,2.0,3,140.0
Super built-up  Area,1.0,Hegde Nagar,1584.01,3.0,1.0,3,103.0
Super built-up  Area,1.0,Hegde Nagar,1965.0,4.0,2.0,3,125.0
Plot  Area,1.0,Hegde Nagar,1200.0,2.0,0.0,2,75.0
Super built-up  Area,1.0,Hegde Nagar,1847.0,3.0,2.0,3,135.0
Super built-up  Area,1.0,Hegde Nagar,1965.0,4.0,2.0,3,132.0
Super built-up  Area,1.0,Hegde Nagar,1703.0,3.0,2.0,3,125.0
Super built-up  Area,1.0,Hegde Nagar,1847.0,3.0,2.0,3,125.0
Super built-up  Area,1.0,Hegde Nagar,2144.6,4.0,2.0,3,145.0
Super built-up  Area,1.0,Hegde Nagar,1718.0,3.0,2.0,3,119.0
Super built-up  Area,1.0,Hegde Nagar,1847.0,3.0,2.0,3,123.0
Super built-up  Area,1.0,Hegde Nagar,1340.0,2.0,2.0,2,72.0
Super built-up  Area,0.0,Hegde Nagar,2087.01,3.0,2.0,3,115.0
Super built-up  Area,0.0,Hegde Nagar,1703.0,3.0,2.0,3,130.0
Super built-up  Area,1.0,Hegde Nagar,2087.01,4.0,2.0,3,135.0
Super built-up  Area,1.0,Hegde Nagar,1718.0,3.0,2.0,3,130.0
Super built-up  Area,1.0,Hegde Nagar,1884.0,4.0,2.0,3,118.0
Super built-up  Area,1.0,Hegde Nagar,1930.0,4.0,2.0,3,122.0
Super built-up  Area,1.0,Hegde Nagar,1584.01,3.0,1.0,3,104.0
Super built-up  Area,1.0,Hegde Nagar,1168.0,2.0,1.0,3,68.0
Super built-up  Area,1.0,Hegde Nagar,2162.03,4.0,2.0,3,129.0
Super built-up  Area,1.0,Hegde Nagar,2087.01,4.0,2.0,3,160.0
Plot  Area,1.0,Hegde Nagar,1000.0,2.0,0.0,2,66.0
Built-up  Area,1.0,Hegde Nagar,1348.0,2.0,2.0,3,80.5
Super built-up  Area,1.0,Hennur,1075.0,2.0,1.0,2,52.0
Super built-up  Area,1.0,Hennur,1255.0,2.0,1.0,2,52.32
Super built-up  Area,1.0,Hennur,1225.0,2.0,1.0,2,57.0
Super built-up  Area,1.0,Hennur,1255.0,2.0,1.0,2,57.5
Super built-up  Area,1.0,Hennur,1259.0,2.0,2.0,2,57.0
Super built-up  Area,1.0,Hennur,1255.0,2.0,2.0,2,53.5
Super built-up  Area,1.0,Hennur,1285.0,2.0,1.0,2,60.0
Built-up  Area,1.0,Hennur,1100.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,Hennur,1231.0,2.0,2.0,2,48.0
Super built-up  Area,1.0,Hennur,1255.0,2.0,1.0,2,58.0
Super built-up  Area,1.0,Hennur,1040.0,2.0,2.0,2,42.12
Super built-up  Area,1.0,Hennur,1255.0,2.0,1.0,2,54.5
Super built-up  Area,1.0,Hennur,1041.0,2.0,2.0,2,40.6
Super built-up  Area,1.0,Hennur,1255.0,2.0,1.0,2,55.5
Super built-up  Area,1.0,Hennur,1231.0,2.0,2.0,2,50.0
Built-up  Area,1.0,Hennur,2500.0,5.0,2.0,5,125.0
Super built-up  Area,1.0,Hennur,1160.0,2.0,1.0,2,49.0
Super built-up  Area,1.0,Hennur,2400.0,3.0,1.0,3,135.0
Super built-up  Area,1.0,Hennur,1255.0,2.0,2.0,2,55.5
Super built-up  Area,1.0,Hennur,1100.0,2.0,1.0,2,44.55
Super built-up  Area,1.0,Hennur,960.0,2.0,1.0,2,48.0
Super built-up  Area,1.0,Hennur,1020.0,2.0,1.0,2,48.0
Super built-up  Area,1.0,Hennur,1295.0,2.0,1.0,2,64.0
Super built-up  Area,1.0,Hennur,1935.0,3.0,2.0,3,102.0
Super built-up  Area,1.0,Hennur,1345.0,2.0,1.0,3,69.0
Super built-up  Area,1.0,Hennur,1255.0,2.0,1.0,2,58.0
Built-up  Area,1.0,Hennur,1420.0,2.0,1.0,2,62.0
Super built-up  Area,1.0,Hennur,1155.0,2.0,2.0,2,54.5
Super built-up  Area,1.0,Hennur,1255.0,2.0,2.0,2,52.35
Super built-up  Area,1.0,Hennur,1255.0,2.0,2.0,2,54.5
Super built-up  Area,1.0,Hennur,1830.0,2.0,3.0,3,113.0
Super built-up  Area,0.0,Hennur,1830.5,3.0,0.0,3,84.205
Super built-up  Area,1.0,Hennur,1255.0,2.0,1.0,2,53.57
Super built-up  Area,1.0,Hennur,1255.0,2.0,2.0,2,56.5
Built-up  Area,1.0,Hennur,1050.0,2.0,2.0,2,42.73
Super built-up  Area,1.0,Hennur,1295.0,2.0,1.0,2,62.0
Super built-up  Area,1.0,Hennur Road,2089.0,3.0,2.0,3,140.0
Built-up  Area,1.0,Hennur Road,5000.0,8.0,1.0,8,250.0
Super built-up  Area,1.0,Hennur Road,1385.0,2.0,1.0,2,83.09
Super built-up  Area,0.0,Hennur Road,1317.5,2.0,0.0,2,63.77
Built-up  Area,0.0,Hennur Road,2264.0,3.0,1.0,3,159.0
Built-up  Area,1.0,Hennur Road,1157.0,2.0,1.0,2,84.0
Super built-up  Area,1.0,Hennur Road,1904.0,3.0,2.0,3,120.0
Super built-up  Area,1.0,Hennur Road,1891.0,3.0,1.0,3,109.0
Super built-up  Area,0.0,Hennur Road,1561.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Hennur Road,2060.0,3.0,1.0,3,149.0
Super built-up  Area,0.0,Hennur Road,1482.0,2.0,1.0,3,92.0
Super built-up  Area,1.0,Hennur Road,1232.0,2.0,2.0,2,89.0
Super built-up  Area,1.0,Hennur Road,1065.0,2.0,1.0,2,42.6
Super built-up  Area,0.0,Hennur Road,1482.0,2.0,1.0,3,87.0
Super built-up  Area,1.0,Hennur Road,1891.0,3.0,1.0,3,139.0
Super built-up  Area,1.0,Hennur Road,1703.0,3.0,1.0,3,101.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,0.0,2,69.61
Super built-up  Area,1.0,Hennur Road,987.0,2.0,1.0,2,49.0
Built-up  Area,1.0,Hennur Road,2160.0,3.0,2.0,3,160.0
Super built-up  Area,1.0,Hennur Road,1680.0,3.0,1.0,3,99.27
Super built-up  Area,1.0,Hennur Road,1065.0,2.0,1.0,2,42.6
Super built-up  Area,1.0,Hennur Road,1385.0,2.0,1.0,2,83.09
Super built-up  Area,1.0,Hennur Road,2350.0,3.0,2.0,3,174.0
Super built-up  Area,1.0,Hennur Road,1586.0,3.0,3.0,3,93.94
Super built-up  Area,1.0,Hennur Road,1975.0,3.0,3.0,3,123.0
Super built-up  Area,1.0,Hennur Road,1290.0,2.0,1.0,3,94.5
Super built-up  Area,0.0,Hennur Road,901.0,2.0,1.0,2,49.5
Super built-up  Area,1.0,Hennur Road,1445.0,3.0,1.0,3,86.56
Super built-up  Area,0.0,Hennur Road,1482.0,2.0,3.0,3,97.0
Super built-up  Area,1.0,Hennur Road,1182.0,2.0,2.0,2,82.5
Super built-up  Area,0.0,Hennur Road,1036.0,2.0,1.0,2,59.46
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,69.61
Super built-up  Area,1.0,Hennur Road,2320.0,3.0,2.0,3,170.0
Super built-up  Area,1.0,Hennur Road,1936.0,3.0,1.0,3,118.0
Super built-up  Area,1.0,Hennur Road,1480.0,2.0,2.0,2,65.0
Super built-up  Area,0.0,Hennur Road,1590.0,3.0,2.0,3,96.5
Built-up  Area,0.0,Hennur Road,1445.0,2.0,1.0,3,105.0
Super built-up  Area,0.0,Hennur Road,1036.0,2.0,1.0,2,59.45
Super built-up  Area,1.0,Hennur Road,1832.0,3.0,1.0,3,125.0
Super built-up  Area,0.0,Hennur Road,1359.0,2.0,2.0,2,104.0
Super built-up  Area,0.0,Hennur Road,1341.0,2.0,1.0,2,75.76
Super built-up  Area,0.0,Hennur Road,1040.0,2.0,2.0,2,50.0
Super built-up  Area,1.0,Hennur Road,1414.0,2.0,1.0,2,84.18
Super built-up  Area,1.0,Hennur Road,1949.0,3.0,1.0,3,133.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,2.0,2,89.0
Super built-up  Area,1.0,Hennur Road,1250.0,2.0,1.0,3,77.88
Super built-up  Area,1.0,Hennur Road,2502.0,4.0,2.0,4,180.0
Built-up  Area,1.0,Hennur Road,1831.0,3.0,1.0,3,110.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,87.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,74.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,66.0
Super built-up  Area,0.0,Hennur Road,1341.0,2.0,1.0,2,95.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,88.0
Super built-up  Area,1.0,Hennur Road,2365.0,4.0,2.0,3,175.0
Super built-up  Area,1.0,Hennur Road,1310.0,2.0,1.0,2,66.0
Built-up  Area,1.0,Hennur Road,1015.0,2.0,2.0,2,50.0
Super built-up  Area,1.0,Hennur Road,2264.0,3.0,2.0,3,168.0
Super built-up  Area,1.0,Hennur Road,2002.0,3.0,2.0,3,120.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,69.6
Super built-up  Area,0.0,Hennur Road,1195.0,2.0,2.0,2,73.0
Super built-up  Area,1.0,Hennur Road,1020.0,2.0,3.0,2,47.0
Plot  Area,1.0,Hennur Road,5100.0,6.0,3.0,5,375.0
Super built-up  Area,1.0,Hennur Road,1061.0,2.0,1.0,2,54.92
Built-up  Area,1.0,Hennur Road,1020.0,2.0,0.0,2,45.0
Super built-up  Area,1.0,Hennur Road,2041.0,3.0,3.0,3,128.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,87.0
Built-up  Area,1.0,Hennur Road,1066.0,2.0,1.0,2,52.23
Super built-up  Area,1.0,Hennur Road,973.0,2.0,1.0,2,56.0
Built-up  Area,1.0,Hennur Road,1255.0,2.0,1.0,2,84.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,83.0
Super built-up  Area,1.0,Hennur Road,1832.0,3.0,1.0,3,116.0
Super built-up  Area,1.0,Hennur Road,2050.0,3.0,1.0,3,120.0
Super built-up  Area,1.0,Hennur Road,1445.0,2.0,2.0,3,86.69
Super built-up  Area,0.0,Hennur Road,1445.0,2.0,1.0,3,83.0
Super built-up  Area,1.0,Hennur Road,1654.0,3.0,1.0,3,97.8
Super built-up  Area,0.0,Hennur Road,1480.0,3.0,1.0,3,100.0
Super built-up  Area,0.0,Hennur Road,1450.0,3.0,1.0,3,88.6
Super built-up  Area,1.0,Hennur Road,1155.0,2.0,1.0,2,69.18
Super built-up  Area,1.0,Hennur Road,1053.0,2.0,1.0,2,53.0
Super built-up  Area,1.0,Hennur Road,1195.0,2.0,2.0,2,59.0
Super built-up  Area,1.0,Hennur Road,1904.0,3.0,2.0,3,129.0
Super built-up  Area,1.0,Hennur Road,1981.0,3.0,1.0,3,134.0
Super built-up  Area,1.0,Hennur Road,1155.0,2.0,1.0,2,69.18
Super built-up  Area,0.0,Hennur Road,1590.0,3.0,2.0,3,105.0
Super built-up  Area,1.0,Hennur Road,2041.0,3.0,3.0,3,138.0
Built-up  Area,1.0,Hennur Road,1100.0,2.0,1.0,3,78.0
Built-up  Area,0.0,Hennur Road,1880.0,4.0,0.0,4,154.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,69.61
Super built-up  Area,1.0,Hennur Road,1748.0,3.0,1.0,3,103.0
Built-up  Area,1.0,Hennur Road,1460.0,2.0,1.0,2,80.3
Super built-up  Area,1.0,Hennur Road,1933.0,3.0,2.0,3,140.0
Super built-up  Area,0.0,Hennur Road,1030.0,2.0,1.0,2,46.5
Super built-up  Area,1.0,Hennur Road,1445.0,2.0,1.0,3,89.56
Super built-up  Area,1.0,Hennur Road,973.0,2.0,1.0,2,50.74
Super built-up  Area,1.0,Hennur Road,1305.0,2.0,1.0,3,77.0
Super built-up  Area,0.0,Hennur Road,1165.0,2.0,1.0,2,67.0
Super built-up  Area,1.0,Hennur Road,980.0,2.0,1.0,2,51.0
Super built-up  Area,0.0,Hennur Road,1232.0,2.0,1.0,2,80.0
Super built-up  Area,1.0,Hennur Road,1085.0,2.0,1.0,2,43.4
Super built-up  Area,1.0,Hennur Road,950.0,2.0,1.0,2,55.0
Super built-up  Area,1.0,Hennur Road,1140.0,2.0,2.0,2,56.0
Super built-up  Area,1.0,Hennur Road,1891.0,3.0,1.0,3,110.0
Super built-up  Area,0.0,Hennur Road,1165.0,2.0,1.0,2,52.0
Built-up  Area,1.0,Hennur Road,1450.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Hennur Road,1936.0,3.0,1.0,3,131.0
Built-up  Area,1.0,Hoodi,985.0,2.0,2.0,2,67.0
Built-up  Area,1.0,Hoodi,1425.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Hoodi,1420.0,2.0,2.0,2,75.0
Super built-up  Area,0.0,Hoodi,1639.0,3.0,2.0,3,110.0
Super built-up  Area,0.0,Hoodi,1639.0,3.0,1.0,3,98.32
Super built-up  Area,0.0,Hoodi,1026.0,2.0,1.0,2,60.87
Super built-up  Area,1.0,Hoodi,1050.0,2.0,2.0,2,50.0
Super built-up  Area,1.0,Hoodi,1400.0,2.0,1.0,2,78.0
Plot  Area,1.0,Hoodi,2400.0,5.0,2.0,5,160.0
Super built-up  Area,0.0,Hoodi,1196.0,2.0,0.0,2,71.74
Built-up  Area,1.0,Hoodi,1500.0,2.0,1.0,2,84.0
Super built-up  Area,0.0,Hoodi,1055.0,2.0,1.0,2,57.63
Super built-up  Area,1.0,Hoodi,1925.0,2.0,3.0,3,114.0
Super built-up  Area,1.0,Hoodi,1400.0,2.0,1.0,2,82.0
Super built-up  Area,0.0,Hoodi,706.0,1.0,1.0,1,48.24
Super built-up  Area,1.0,Hoodi,1257.0,2.0,1.0,2,69.0
Super built-up  Area,0.0,Hoodi,1132.0,2.0,0.0,2,67.9
Super built-up  Area,1.0,Hoodi,1925.0,3.0,3.0,3,110.0
Super built-up  Area,1.0,Hoodi,1257.0,2.0,1.0,2,71.03
Super built-up  Area,1.0,Hoodi,1305.0,2.0,1.0,2,75.0
Built-up  Area,1.0,Hoodi,1240.0,2.0,3.0,2,65.0
Super built-up  Area,0.0,Hoodi,1108.0,2.0,1.0,2,74.23
Super built-up  Area,1.0,Hoodi,1257.0,2.0,1.0,2,68.5
Built-up  Area,1.0,Hoodi,1000.0,2.0,2.0,2,48.0
Super built-up  Area,0.0,Hoodi,1063.0,2.0,1.0,2,61.17
Super built-up  Area,1.0,Hoodi,1259.0,2.0,2.0,2,69.45
Super built-up  Area,0.0,Hoodi,711.0,1.0,0.0,1,42.65
Super built-up  Area,0.0,Hoodi,863.0,1.0,0.0,1,40.55
Super built-up  Area,1.0,Hoodi,1715.0,2.0,2.0,3,100.0
Super built-up  Area,0.0,Hoodi,1447.0,3.0,2.0,2,76.0
Super built-up  Area,1.0,Hoodi,2144.0,3.0,2.0,3,140.0
Super built-up  Area,0.0,Hoodi,1108.0,2.0,0.0,2,66.46
Super built-up  Area,0.0,Hoodi,1837.0,3.0,1.0,3,110.0
Built-up  Area,0.0,Hoodi,3385.0,4.0,1.0,4,220.0
Super built-up  Area,1.0,Hoodi,1181.0,2.0,2.0,2,55.0
Built-up  Area,1.0,Hoodi,1490.0,3.0,0.0,3,85.0
Super built-up  Area,0.0,Hoodi,1258.5,2.0,0.0,2,59.135
Super built-up  Area,1.0,Horamavu Agara,1200.0,2.0,1.0,2,45.0
Super built-up  Area,1.0,Horamavu Agara,1560.0,3.0,2.0,3,75.0
Built-up  Area,1.0,Horamavu Agara,755.0,2.0,1.0,2,37.49
Built-up  Area,1.0,Horamavu Agara,982.0,2.0,1.0,2,47.65
Super built-up  Area,1.0,Horamavu Agara,1650.0,2.0,1.0,3,75.0
Super built-up  Area,0.0,Horamavu Agara,950.0,2.0,3.0,2,39.0
Super built-up  Area,0.0,Horamavu Agara,1756.0,3.0,2.0,3,92.0
Built-up  Area,1.0,Horamavu Agara,1106.0,2.0,1.0,2,43.09
Super built-up  Area,0.0,Horamavu Agara,1079.0,2.0,2.0,2,41.0
Super built-up  Area,0.0,Horamavu Agara,1169.0,2.0,1.0,2,64.0
Super built-up  Area,1.0,Horamavu Agara,1265.0,2.0,1.0,3,65.0
Super built-up  Area,1.0,Horamavu Agara,1060.0,2.0,1.0,2,37.0
Super built-up  Area,1.0,Horamavu Agara,1107.83,2.0,1.0,2,41.51
Built-up  Area,1.0,Horamavu Agara,980.0,2.0,1.0,2,38.19
Super built-up  Area,1.0,Horamavu Agara,1250.0,3.0,2.0,3,65.0
Super built-up  Area,1.0,Horamavu Agara,1145.0,2.0,1.0,2,41.21
Plot  Area,1.0,Horamavu Agara,2400.0,3.0,3.0,5,80.0
